Tau,Spectrum modulus (htau)
639311.5983695305,269749.28019889223
658370.0535411072,263952.40675850643
677996.6584450732,257803.38256793685
698208.3501372105,251304.7487055889
719022.5705822133,244461.4513005923
740457.2817054585,237281.06064576286
762530.9808935251,229773.982071298
785262.7169567548,221953.65278635448
808672.1065677004,213836.7180827697
832779.3511896204,205443.17951502337
857605.2545095943,196796.50696472754
883171.2403913839,187923.70591707315
909499.371363436,178855.33088026536
936612.3676580625,169625.43573417584
964533.626818197,160271.4519751819
993287.2438886086,150833.9864076793
1022898.032209092,141356.53089603715
1053391.5448274612,131885.07840518924
1084794.0965509247,122467.6417817776
1117132.7866548335,113153.67459822685
1150435.5222683523,103993.39690541547
1184731.0424573473,95037.03288050722
1220048.9430251354,86333.97202801963
1256419.7020526147,77931.87064546967
1293874.7061997703,69875.7154832296
1332446.2777912002,62206.876623258984
1372167.7027091626,54962.18121735624
1413073.2591180613,48173.04345066826
1455198.2470452867,41864.68848339664
1498579.0188438909,36055.508723695115
1543253.0105633237,30756.589188198574
1589258.7742554464,25971.4345962541
1636636.0112435278,21695.924051996153
1685425.6063830787,17918.509733187308
1735669.663344036,14620.664220381703
1787411.5409446722,11777.56754204063
1840695.8905687544,9359.010544831279
1895568.6946980373,7330.476938160615
1952077.3065935154,5654.353594106334
2010270.4911596128,4291.208743688469
2070198.4670264893,3201.071824273384
2131912.9498869833,2344.6478415505435
2195467.197125338,1684.4036972980844
2260916.05377644,1185.4738954981724
2328315.9998551444,816.3476146870481
2397725.1990964334,549.3169406301546
2469203.5491487123,360.6852217801478
2542812.7332632607,230.75292306531833
2618616.273524693,143.61395031391265
2696679.585668273,86.80651513712935
2777070.035531269,50.86817855573196
2859856.997187343,28.844541592842607
2945111.912813808,15.795770352673902
3032908.3543436974,8.336073768421043
3123322.086955739,4.230135433268029
3216431.1344569023,2.059152945304792
3312315.8466142407,0.9591175242746991
3411058.968493772,0.42632921087208825
3512745.7118665366,0.18033475389396034
3617463.82874334,0.07237215724387003
3725303.6871014945,0.02746876622751528
3836358.348869253,0.009826899235761972
3950723.6502348124,0.003301786854627707
4068498.284349547,0.0010379780009332365
4189783.886496708,0.00030407834451191677
4314685.121798912,8.265838467735608e-05
4443309.775540518,2.075515923385755e-05
4575768.846182343,4.790905778838577e-06
4712176.641149398,1.0114631869276026e-06
4852650.875474155,1.9425763156674205e-07
4997312.773380263,3.374538635374228e-08
5146287.172894856,5.270129312329757e-09
5299702.6335791545,7.351929308162866e-10
5457691.547470811,9.098879639684038e-11
5620390.2533335565,9.918246889297634e-12
5787939.1543125035,9.449433673060934e-13
5960482.839097209,7.804805759733746e-14
6138170.2066963585,5.540530344775456e-15
6321154.594932336,3.349607328890842e-16
6509593.912766345,1.7079272735347542e-17
6703650.776568019,7.26945712575643e-19
6903492.650447587,2.5547305309680633e-20
7109291.990771483,7.3276529549793705e-22
7321226.394985799,1.6944272424740337e-23
7539478.754876742,3.117868021686546e-25
7764237.414399478,4.502619551600178e-27
7995696.332212289,5.02895959017127e-29
8234055.249056039,4.277044415659715e-31
8479519.860123038,2.7245880248443765e-33
8732301.992564876,1.277482066082557e-35
8992619.788291417,4.3276440276626917e-38
9260697.89221954,1.0386028350406784e-40
9536767.646133756,1.729379818736023e-43
9821067.288325608,1.954194150343973e-46
10113842.159185065,1.4638403307859468e-49
10415344.91292021,7.090292570449513e-53
10725835.735588871,2.1628233714255e-56
11045582.569629975,4.0402949873868473e-60
11374861.34508797,4.486974572913071e-64
11713956.217730895,2.870623726346666e-68
12063159.814266296,1.0232640459683066e-72
12422773.484867716,1.9616322744384676e-77
12793107.563229224,1.9478948496585284e-82
13174481.634371916,9.628190856221376e-88
13567224.81043472,2.271027298409086e-93
13971676.01468601,2.4443105821618406e-99
14388184.274002364,1.1447963216851194e-105
14817109.020066423,2.218562468932638e-112
15258820.399543127,1.6865427643435585e-119
15713699.593503473,4.752397677420271e-127
16182139.14636969,4.674522654054518e-135
16664543.304667154,1.5059551638595537e-143
17161328.365874853,1.485267402631959e-152
17672923.037674688,4.174531343844685e-162
18199768.80791138,3.099071415246205e-172
18742320.325580157,5.606480474001069e-183
19301045.7931727,2.2692429289391288e-194
19876427.370719347,1.876962406426394e-206
20468961.59187537,2.881940791631216e-219
21079159.79241231,7.418487641995111e-233
21707548.551481847,2.873522862855185e-247
22354670.146034952,1.4935203103962715e-262
23021083.0187877,9.224043296566652e-279
23707362.260136686,5.950696895423493e-296
24414100.104442123,3.497443892e-314
25141906.44110419,0.0
25891409.340875965,0.0
26663255.597866293,0.0
27458111.287699144,0.0
28276662.342313826,0.0
29119615.141898893,0.0
29987697.124473196,0.0
30881657.41363918,0.0
31802267.465048812,0.0
32750321.732143138,0.0
33726638.35173618,0.0
34732059.850038044,0.0
35767453.869725235,0.0
36833713.91868415,0.0
37931760.14107751,0.0
39062540.11139469,0.0
40227029.65217495,0.0
41426233.676107764,0.0
42661187.05323529,0.0
43932955.504009396,0.0
45242636.51896898,0.0
46591360.30583542,0.0
47980290.76484187,0.0
49410626.49313609,0.0
50883601.8191283,0.0
52400487.8676709,0.0
53962593.65699426,0.0
55571267.228343084,0.0
57227896.80928612,0.0
58933912.01170854,0.0
60690785.0655141,0.0
62500032.08910739,0.0
64363214.39775034,0.0
66281939.85091986,0.0
68257864.2398335,0.0
70292692.7163388,0.0
72388181.26439612,0.0
74546138.2154321,0.0
76768425.80886284,0.0
79056961.79914036,0.0
81413721.11070704,0.0
83840737.54228222,0.0
86340105.52196014,0.0
88913981.91462392,0.0
91564587.8832435,0.0
94294210.80566077,0.0
97105206.24851191,0.0
100000000.0,0.0
